Cycle,Date administered,Democratic candidate,Republican candidate,Libertarian,Green,Undecided,,,
,,,,,,,,,0.52
,,,,,,,,,0.49
,,,,,,,,,0.5
,,,,,,,,,0.48
,,,,,,,,,0.51
,,,,,,,,,0.45
,,,,,,,,,0.52
,,,,,,,,,0.51
,,,,,,,,,0.49
,,,,,,,,,0.44
,,,,,,,,,0.52
,,,,,,,,,0.56
,,,,,,,,,0.51
,,,,,,,,,0.51
,,,,,,,,,0.5
,,,,,,,,,0.41
,,,,,,,,,0.51
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.59
,,,,,,,,,0.5
,,,,,,,,,0.51
,,,,,,,,,0.45
,,,,,,,,,0.51
,,,,,,,,,0.44
,,,,,,,,,0.43
,,,,,,,,,0.43
,,,,,,,,,0.42
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.52
,,,,,,,,,0.49
,,,,,,,,,0.45
,,,,,,,,,0.55
,,,,,,,,,0.54
,,,,,,,,,0.54
,,,,,,,,,0.54
,,,,,,,,,0.42
,,,,,,,,,0.5
,,,,,,,,,0.5
,,,,,,,,,0.54
,,,,,,,,,0.51
,,,,,,,,,0.42
,,,,,,,,,0.49
,,,,,,,,,0.51
,,,,,,,,,0.53
,,,,,,,,,0.48
,,,,,,,,,0.53
,,,,,,,,,0.55
,,,,,,,,,0.41
,,,,,,,,,0.49
,,,,,,,,,0.46
,,,,,,,,,0.53
,,,,,,,,,0.44
,,,,,,,,,0.5
,,,,,,,,,0.43
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.49
,,,,,,,,,0.54
,,,,,,,,,0.49
,,,,,,,,,0.43
,,,,,,,,,0.51
,,,,,,,,,0.43
,,,,,,,,,0.42
,,,,,,,,,0.53
,,,,,,,,,0.45
,,,,,,,,,0.45
,,,,,,,,,0.53
,,,,,,,,,0.49
,,,,,,,,,0.47
,,,,,,,,,0.55
,,,,,,,,,0.44
,,,,,,,,,0.48
,,,,,,,,,0.51
,,,,,,,,,0.51
,,,,,,,,,0.55
,,,,,,,,,0.52
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.42
,,,,,,,,,0.53
,,,,,,,,,0.43
,,,,,,,,,0.44
,,,,,,,,,0.53
,,,,,,,,,0.48
,,,,,,,,,0.56
,,,,,,,,,0.51
,,,,,,,,,0.57
,,,,,,,,,0.53
,,,,,,,,,0.54
,,,,,,,,,0.46
,,,,,,,,,0.56
,,,,,,,,,0.5
,,,,,,,,,0.51
,,,,,,,,,0.53
,,,,,,,,,0.51
,,,,,,,,,0.54
,,,,,,,,,0.54
,,,,,,,,,0.54
,,,,,,,,,0.54
,,,,,,,,,0.54
